DULICA;PSC;OBCE
Prvá;831 01;Bratislava
Prvosienková;811 02;Bratislava
Pšeničná;821 06;Bratislava
Púchovská;831 06;Bratislava
Púpavová;841 04;Bratislava
Pustá;841 04;Bratislava
Puškinova;811 04;Bratislava
Pútnická;841 06;Bratislava
Pyrenejská;831 01;Bratislava
Rácova;841 03;Bratislava
Rača;831 06;Bratislava
Račianska;831 02;Bratislava
Račianska;831 02;Bratislava
Račianska;831 06;Bratislava
Račianska;831 53;Bratislava
Račianska;831 54;Bratislava
Račianska;831 54;Bratislava
Račianske mýto;831 02;Bratislava
Radarová;821 02;Bratislava
Rádiová;821 04;Bratislava
Radlinského;811 07;Bratislava
Radničná;811 01;Bratislava
Radničné námestie;821 05;Bratislava
Radoslava Hošeka;851 10;Bratislava
Radvanská;811 01;Bratislava
Rajčianska;821 07;Bratislava
Rajecká;821 07;Bratislava
Rajská;811 08;Bratislava
Rajtákova;841 03;Bratislava
Raketová;821 02;Bratislava
Rákosová;821 05;Bratislava
Rakytníková;851 10;Bratislava
Rascová;821 07;Bratislava
Rastislavova;821 08;Bratislava
Rastlinná;851 10;Bratislava
Rašelinová;821 07;Bratislava
Ráztočná;821 07;Bratislava
Rázusovo nábrežie;811 02;Bratislava
Ražná;851 10;Bratislava
Rebarborová;821 07;Bratislava
Rebríčková;851 10;Bratislava
Regrútska;831 06;Bratislava
Remeselnícka;831 06;Bratislava
Repašského;841 02;Bratislava
Repíková;821 07;Bratislava
Repková;851 10;Bratislava
Repná;821 04;Bratislava
Rešetkova;831 03;Bratislava
Revolučná;821 04;Bratislava
Révová;811 02;Bratislava
Revúcka;821 08;Bratislava
Rezedová;821 01;Bratislava
Riazanská;831 02;Bratislava
Riazanská;831 03;Bratislava
Ribayova;821 04;Bratislava
Ríbezľová;821 07;Bratislava
Riečna;811 02;Bratislava
Rigeleho;811 02;Bratislava
Rímska;841 10;Bratislava
Rizlingová;831 02;Bratislava
Riznerova;811 01;Bratislava
Robotnícka;831 03;Bratislava
Roľnícka;831 07;Bratislava
Romanova;851 02;Bratislava
Rőntgenova;851 01;Bratislava
Rosná;821 05;Bratislava
Rostovská;831 06;Bratislava
Rošického;841 06;Bratislava
Rovná;821 05;Bratislava
Rovniankova;851 02;Bratislava
Rovníková;821 02;Bratislava
Royova;831 01;Bratislava
Rozálska;841 03;Bratislava
Rozmarínová;821 04;Bratislava
Rozvodná;831 01;Bratislava
Rožňavská;821 01;Bratislava
Rožňavská;821 04;Bratislava
Rožňavská;831 04;Bratislava
Rubinetová;831 02;Bratislava
Rubínová;831 52;Bratislava
Rubinsteinova;811 02;Bratislava
Rudavská;841 06;Bratislava
Rudnayovo námestie;811 01;Bratislava
Rudnícka;831 06;Bratislava
Rulandská;831 01;Bratislava
Rumančeková;821 01;Bratislava
Rumunská;831 06;Bratislava
Rusovce;850 09;Bratislava
Rusovská cesta;851 01;Bratislava
Rustaveliho;831 06;Bratislava
Ruženínová;821 06;Bratislava
Ružičková;821 05;Bratislava
Ružinovská;821 01;Bratislava
Ružinovská;821 02;Bratislava
Ružinovská;821 03;Bratislava
Ružomberská;821 05;Bratislava
Ružová dolina;821 08;Bratislava
Ružová dolina;821 09;Bratislava
Rybárska brána;811 01;Bratislava
Rybné námestie;811 02;Bratislava
Rybničná;831 06;Bratislava
Rýdziková;841 04;Bratislava
Rýnska;831 06;Bratislava
Rytierska;841 10;Bratislava
Sabinovská;821 02;Bratislava
Sabinovská;821 03;Bratislava
Sad Janka Kráľa;851 01;Bratislava
Sadmelijská;831 06;Bratislava
Sadová;831 03;Bratislava
Samova;841 07;Bratislava
Saratovská;841 02;Bratislava
Sartorisova;821 08;Bratislava
Sasanková;821 07;Bratislava
Sasinkova;811 08;Bratislava
Satinského;811 08;Bratislava
Savignonská;831 52;Bratislava
Seberíniho;821 03;Bratislava
Sečovská;821 02;Bratislava
Sedlárska;811 01;Bratislava
Sedmokrásková;821 01;Bratislava
Segnáre;841 03;Bratislava
Segnerova;841 04;Bratislava
Sekulská;841 04;Bratislava
Sekurisova;841 02;Bratislava
Sekýľska;841 06;Bratislava
Semenárska;851 10;Bratislava
Semianova;831 03;Bratislava
Semilonská;831 52;Bratislava
Senická;811 04;Bratislava
Senná;821 05;Bratislava
Septimiova;851 10;Bratislava
Severovcov;851 10;Bratislava
Schengenská;851 10;Bratislava
Schillerova;811 04;Bratislava
Schody pri starej vodárni;811 01;Bratislava
Sibírska;831 02;Bratislava
Siedma;831 01;Bratislava
Sienkiewiczova;811 09;Bratislava
Silvánska;841 04;Bratislava
Sinokvetná;821 05;Bratislava
Sitnianska;851 07;Bratislava
Skalická cesta;831 02;Bratislava
Skalná;811 01;Bratislava
Skalníková;841 06;Bratislava
Skerličova;841 03;Bratislava
Sklabinská;831 06;Bratislava
Skladištná;821 08;Bratislava
Sklenárova;821 09;Bratislava
Sklenárska;811 02;Bratislava
Skorocelová;821 07;Bratislava
Skuteckého;831 07;Bratislava
Skýcovská;851 10;Bratislava
Sládkovičova;811 06;Bratislava
Sladová;821 05;Bratislava
Slatinská;821 07;Bratislava
Slávičie údolie;811 02;Bratislava
Slavín;811 06;Bratislava
Slavónska;851 10;Bratislava
Slepá;811 01;Bratislava
Sliačska;831 02;Bratislava
Sliezska;831 03;Bratislava
Slivková;821 05;Bratislava
Slivkový sad;841 06;Bratislava
Sĺňavská;821 06;Bratislava
Slnečná;831 03;Bratislava
Slnečnicová;821 07;Bratislava
Slnečnicové námestie;851 07;Bratislava
Slovanská;811 07;Bratislava
Slovanské nábrežie;841 10;Bratislava
Slovienska;841 10;Bratislava
Slovinec;841 07;Bratislava
Slovinská;821 04;Bratislava
Slovnaftská;821 05;Bratislava
Slovnaftská;821 07;Bratislava
Slowackého;821 04;Bratislava
Smaragdová;851 10;Bratislava
Smetanova;811 03;Bratislava
Smikova;831 02;Bratislava
Smolenická;851 05;Bratislava
Smolnícka;821 03;Bratislava
Smrečianska;811 05;Bratislava
Smrečianska;831 01;Bratislava
Snežienková;831 01;Bratislava
Soferove schody;811 03;Bratislava
Socháňova;811 04;Bratislava
Sochorova;851 10;Bratislava
Sokolíkova;841 01;Bratislava
Sokolská;811 04;Bratislava
Solivarská;821 03;Bratislava
Sološnická;841 04;Bratislava
Solúnska;841 10;Bratislava
Somolického;811 05;Bratislava
Somolického;811 06;Bratislava
Sonntagova;841 10;Bratislava
Sosnová;851 01;Bratislava
Sovia;831 01;Bratislava
Spádová;841 07;Bratislava
Spätná cesta;841 10;Bratislava
Spišská;821 09;Bratislava
Spojná;811 06;Bratislava
Spoločenská;821 04;Bratislava
Sputniková;821 02;Bratislava
Sreznevského;831 03;Bratislava
Srnčia;811 02;Bratislava
Stachanovská;821 05;Bratislava
Stálicová;821 02;Bratislava
Stanekova;841 03;Bratislava
Staničná;821 04;Bratislava
Stará Černicová;821 05;Bratislava
Stará Ivanská cesta;821 04;Bratislava
Stará Klenová;831 01;Bratislava
Stará Prievozská;821 09;Bratislava
Stará Stupavská;831 06;Bratislava
Stará Vajnorská;831 04;Bratislava
Stará Vinárska;811 04;Bratislava
Staré Grunty;841 04;Bratislava
Staré ihrisko;831 02;Bratislava
Staré záhrady;821 05;Bratislava
Starhradská;851 05;Bratislava
Starohájska;851 02;Bratislava
Staromestská;811 03;Bratislava
Staromlynská;821 06;Bratislava
Starorímska;851 10;Bratislava
Staroturský chodník;811 01;Bratislava
Stavbárska;821 07;Bratislava
Staviteľská;831 04;Bratislava
Steinov dvor;811 07;Bratislava
Stepná cesta;841 10;Bratislava
Stodolova;821 08;Bratislava
Stoklasová;841 05;Bratislava
Stolárska;831 06;Bratislava
Strakova;811 01;Bratislava
Strapcová ulica;831 06;Bratislava
Stratená;831 06;Bratislava
Strážna;831 01;Bratislava
Strážnická;811 08;Bratislava
Strážny dom;831 02;Bratislava
Strečnianska;851 05;Bratislava
Stredná;821 04;Bratislava
Strelecká;811 01;Bratislava
Strelkova;831 06;Bratislava
Strmá cesta;811 01;Bratislava
Strmé sady;841 01;Bratislava
Strminová;841 06;Bratislava
Strmý bok;841 01;Bratislava
Strmý vŕšok;841 06;Bratislava
Strojnícka;821 05;Bratislava
Stromová;831 01;Bratislava
Stropkovská;821 03;Bratislava
Struková;821 05;Bratislava
Studená;821 04;Bratislava
Studenohorská;841 03;Bratislava
Stuhová;841 04;Bratislava
Stupavská;831 06;Bratislava
Súbežná;811 04;Bratislava
Sudová;831 01;Bratislava
Súhvezdná;821 02;Bratislava
Suchá;831 01;Bratislava
Suché Mýto;811 03;Bratislava
Suchohradská;841 04;Bratislava
Súkennícka;821 09;Bratislava
Súľovská;821 05;Bratislava
Sumbalova;841 04;Bratislava
Súmračná;821 02;Bratislava
Súťažná;821 08;Bratislava
Sv. Pia X.;841 06;Bratislava
Sv. Vincenta;821 03;Bratislava
Svätoplukova;821 08;Bratislava
Svätoplukova;821 09;Bratislava
Svätovavrinecká;831 01;Bratislava
Svätovojtešská;831 03;Bratislava
Svébska;851 10;Bratislava
Svetlá;811 02;Bratislava
Svíbová;841 04;Bratislava
Svidnícka;821 03;Bratislava
Svoradova;811 03;Bratislava
Svrčia;841 04;Bratislava
Syslia;821 05;Bratislava
Šafárikovo námestie;811 02;Bratislava
Šafárikovo námestie;811 09;Bratislava
Šafránová;811 02;Bratislava
Šagátova;821 08;Bratislava
Šachorová;831 07;Bratislava
Šalátová;821 07;Bratislava
Šaldova;831 07;Bratislava
Šalviová;821 01;Bratislava
Šamorínska;821 06;Bratislava
Šancová;811 04;Bratislava
Šancová;811 04;Bratislava
Šancová;811 05;Bratislava
Šancová;831 04;Bratislava
Šándorova;821 03;Bratislava
Šarišská;821 09;Bratislava
Šášovská;851 06;Bratislava
Šaštínska;841 04;Bratislava
Ševčenkova;851 01;Bratislava
Šiesta;831 01;Bratislava
Šikmá;821 06;Bratislava
Šinkovské;831 07;Bratislava
Šintavská;851 05;Bratislava
Šípková;811 04;Bratislava
Šípová;821 07;Bratislava
Šíravská;821 07;Bratislava
Široká;831 07;Bratislava
Škarniclova;811 01;Bratislava
Školská;811 07;Bratislava
Škovránčia;811 06;Bratislava
Škultétyho;831 03;Bratislava
Šoltésovej;811 08;Bratislava
Šošovicová;821 07;Bratislava
Špaldová;821 06;Bratislava
Špieszova;841 04;Bratislava
Špitálska;811 08;Bratislava
Športová;831 04;Bratislava
Šrobárovo námestie;851 01;Bratislava
Šťastná;821 05;Bratislava
Štátne lesy;821 06;Bratislava
Štedrá;821 03;Bratislava
Štefana Králika;841 07;Bratislava
Štefana Králika;841 08;Bratislava
Štefana Majera;841 06;Bratislava
Štefana Rosívala;841 06;Bratislava
Štefánikova;811 04;Bratislava
Štefánikova;811 05;Bratislava
Štefánikova;811 06;Bratislava
Štefanovičova;811 04;Bratislava
Štefunkova;821 03;Bratislava
Štepná;841 01;Bratislava
Štetinova;811 06;Bratislava
Štiavnická;821 04;Bratislava
Štítová;841 10;Bratislava
Štrbská;841 10;Bratislava
Štúrova;811 02;Bratislava
Štvrtá;831 01;Bratislava
Štyndlova;821 05;Bratislava
Šulekova;811 03;Bratislava
Šulekova;811 03;Bratislava
Šulekova;811 06;Bratislava
Šumavská;821 08;Bratislava
Šuňavcova;831 02;Bratislava
Šúrska;831 06;Bratislava
Šustekova;851 04;Bratislava
Šutráková;831 07;Bratislava
Šuty;831 07;Bratislava
Švabinského;851 01;Bratislava
Švajčiareň;851 10;Bratislava
Švantnerova;841 02;Bratislava
Tabaková;811 07;Bratislava
Tablicova;811 04;Bratislava
Táborská;821 04;Bratislava
Tajovského;811 04;Bratislava
Talichova;841 02;Bratislava
Tallerova;811 02;Bratislava
Tatranská;841 06;Bratislava
Tavaríkova osada;841 02;Bratislava
Tbiliská;831 06;Bratislava
Tehelná;831 03;Bratislava
Tehelňa;841 07;Bratislava
Tehliarska;841 07;Bratislava
Technická;821 04;Bratislava
Tekovská;821 09;Bratislava
Tekvicová;821 07;Bratislava
Telocvičná;821 05;Bratislava
Tematínska;851 05;Bratislava
Teplická;831 02;Bratislava
Terchovská;821 04;Bratislava
Teslova;821 02;Bratislava
Tešedíkova;841 06;Bratislava
Tetmayerova;831 03;Bratislava
Textilanka;841 07;Bratislava
Thurzova;831 02;Bratislava
Tibenského;831 07;Bratislava
Tibériova;851 10;Bratislava
Tichá;811 02;Bratislava
Tilgnerova;841 04;Bratislava
Timravina;811 06;Bratislava
Tobrucká;811 02;Bratislava
Tokajícka;821 03;Bratislava
Tolstého;811 06;Bratislava
Tománkova;841 05;Bratislava
Tomanova;831 07;Bratislava
Tomášikova;821 01;Bratislava
Tomášikova;821 01;Bratislava
Tomášikova;821 02;Bratislava
Tomášikova;821 03;Bratislava
Tomášikova;831 04;Bratislava
Tomášikova;831 04;Bratislava
Topásová;851 10;Bratislava
Toplianska;821 07;Bratislava
Topoľčianska;851 05;Bratislava
Topoľová;811 04;Bratislava
Toryská;821 07;Bratislava
Továrenská;811 09;Bratislava
Trajánova;851 10;Bratislava
Tramínová;831 52;Bratislava
Tranovského;841 02;Bratislava
Trávna;831 06;Bratislava
Trebišovská;821 01;Bratislava
Trebišovská;821 02;Bratislava
Trenčianska;821 09;Bratislava
Treskoňova;811 06;Bratislava
Tretia;831 01;Bratislava
Trhová;841 01;Bratislava
Trinásta;831 01;Bratislava
Trnavská;831 04;Bratislava
Trnavská cesta;821 01;Bratislava
Trnavská cesta;821 02;Bratislava
Trnavská cesta;821 04;Bratislava
Trnavská cesta;821 08;Bratislava
Trnavská cesta;831 04;Bratislava
Trnavské mýto;831 03;Bratislava
Trnková;851 10;Bratislava
Tŕňová;821 04;Bratislava
Trojdomy;831 02;Bratislava
Trojičné námestie;821 06;Bratislava
Trstínska;841 06;Bratislava
Tučkova;821 05;Bratislava
Tuhovská;831 06;Bratislava
Tulipánová;841 01;Bratislava
Tupého;831 01;Bratislava
Tupolevova;851 01;Bratislava
Turbínová;831 04;Bratislava
Turčianska;821 09;Bratislava
Turistická;851 10;Bratislava
Turnianska;851 07;Bratislava
Tvarožkova;811 03;Bratislava
Tvrdého;821 08;Bratislava
Tylova;831 04;Bratislava
Tymiánová;821 07;Bratislava
Tyrkysová;851 10;Bratislava
Tyršovo nábrežie;851 01;Bratislava
Učiteľská;821 06;Bratislava
Údernícka;851 01;Bratislava
Údolná;811 02;Bratislava
Uhliská;831 07;Bratislava
Uhorková;821 05;Bratislava
Uhrova;831 01;Bratislava
Uhrovecká;841 07;Bratislava
Ukrajinská;831 02;Bratislava
Ul. 1. mája;841 07;Bratislava
Ul. 29.augusta;811 07;Bratislava
Ul. 29.augusta;811 08;Bratislava
Ul. 29.augusta;811 09;Bratislava
Ul. 29.augusta;811 09;Bratislava
Ulica 8. mája;821 06;Bratislava
Ulica Alviáno;831 07;Bratislava
Ulica Augustína Murína;831 53;Bratislava
Ulica Borisa Nemcova;811 06;Bratislava
Ulica Eduarda Wenzla;83106;Bratislava
Ulica Hany Ponickej;841 03;Bratislava
Ulica Imricha Karvaša;811 07;Bratislava
Ulica Ivana Kadlečíka;841 03;Bratislava
Ulica Jozefa Krónera;811 05;Bratislava
Ulica Michala Bučiča;841 07;Bratislava
Ulica Milana Šimečku;841 03;Bratislava
Ulica Ondreja Štefanka;851 01;Bratislava
Ulica pod Vajspetrom;831 06;Bratislava
Ulica pri pastierni;831 07;Bratislava
Ulica Rudolfa Mocka;841 04;Bratislava
Ulica Svornosti;821 06;Bratislava
Ulica Tomislava P. Kolakoviča;841 07;Bratislava
Ulica Zdenky Schelingovej;841 07;Bratislava
Úprkova;811 04;Bratislava
Úradnícka;831 03;Bratislava
Uránová;821 02;Bratislava
Urbánkova;811 04;Bratislava
Urbárska;851 10;Bratislava
Urpínska;851 07;Bratislava
Ursínyho;831 02;Bratislava
Uršulínska;811 01;Bratislava
Ušiakova;841 01;Bratislava
Úvozná;841 10;Bratislava
Uzbecká;821 07;Bratislava
Úzka;811 01;Bratislava
Úžiny;831 06;Bratislava
V záhradách;811 02;Bratislava
Vajanského nábrežie;811 02;Bratislava
Vajnorská;831 02;Bratislava
Vajnorská;831 03;Bratislava
Vajnorská;831 03;Bratislava
Vajnorská;831 04;Bratislava
Vajnorská;831 04;Bratislava
Vajnorská;831 04;Bratislava
Vajnorská;831 04;Bratislava
Vajnorská;831 04;Bratislava
Vajnorská;831 04;Bratislava
Valachovej;841 01;Bratislava
Valašská;811 04;Bratislava
Valentiniánova;851 10;Bratislava
Valchárska;821 09;Bratislava
Vančurova;831 01;Bratislava
Vansovej;811 03;Bratislava
Vápencová;841 07;Bratislava
Vápenka;841 07;Bratislava
Vápenná;821 04;Bratislava
Varínska;821 05;Bratislava
Varšavská;831 02;Bratislava
Varšavská;831 03;Bratislava
Vavilovova;851 01;Bratislava
Vavrinecká;831 52;Bratislava
Vavrínová;821 03;Bratislava
Vazovova;811 07;Bratislava
Vážska;821 07;Bratislava
Včelárikova;841 10;Bratislava
Včelárska;821 05;Bratislava
Velehradská;821 08;Bratislava
Veľké Štepnice;831 07;Bratislava
Veltlínska;831 02;Bratislava
Vendelínska;841 01;Bratislava
Ventúrska;811 01;Bratislava
Veterná;811 03;Bratislava
Veternicová;841 05;Bratislava
Vetvárska;821 06;Bratislava
Vetvová;811 02;Bratislava
Vidlicová;831 01;Bratislava
Viedenská cesta;850 00;Bratislava
Viedenská cesta;851 01;Bratislava
Viedenská cesta;851 01;Bratislava
Vietnamská;821 04;Bratislava
Vígľašská;851 07;Bratislava
Vihorlatská;831 04;Bratislava
Viktora Tegelhoffa;831 04;Bratislava
Viktorínova;821 08;Bratislava
Vilová;851 01;Bratislava
Vincenta Hložníka;841 05;Bratislava
Viničná;841 10;Bratislava
Viniferova;831 01;Bratislava
Vínna;831 02;Bratislava
Vinohradnícka;821 06;Bratislava
Vinohrady;831 51;Bratislava
Violy Valachovej;841 01;Bratislava
Vislianska;841 06;Bratislava
Višňová;831 01;Bratislava
Víťazná;831 06;Bratislava
Vlárska;831 01;Bratislava
Vlastenecké námestie;851 01;Bratislava
Vlašská;831 06;Bratislava
Vlčie hrdlo;821 07;Bratislava
Vlčkova;811 04;Bratislava
Vlčkova;811 05;Bratislava
Vlčkova;811 06;Bratislava
Vodné elektrárne;850 09;Bratislava
Vodný vrch;811 01;Bratislava
Vojtecha Ondroucha;850 09;Bratislava
Vosková;831 01;Bratislava
Votrubova;821 09;Bratislava
Vrábeľská;821 09;Bratislava
Vrakunská;821 06;Bratislava
Vrakunská cesta;821 02;Bratislava
Vrakunská cesta;821 07;Bratislava
Vrančovičova;841 03;Bratislava
Vranovská;851 01;Bratislava
Vrbánska;841 06;Bratislava
Vrbenského;831 53;Bratislava
Vŕbová;821 07;Bratislava
Vresová;831 01;Bratislava
Vretenová;841 04;Bratislava
Vrchná;811 02;Bratislava
Vrútocká;821 04;Bratislava
Vtáčikova cesta;831 06;Bratislava
Vtáčnik;831 01;Bratislava
Vukovarská ulica;841 07;Bratislava
Vyhliadka;841 05;Bratislava
Vyhnianska cesta;831 02;Bratislava
Výhonská;831 06;Bratislava
Východná;831 06;Bratislava
Výria;841 10;Bratislava
Vysoká;811 06;Bratislava
Vysokohorská;841 03;Bratislava
Vyšehradská;851 06;Bratislava
Vyšná;821 05;Bratislava
Výtvarná;821 06;Bratislava
Vývojová;851 10;Bratislava
Wattova;821 04;Bratislava
Wilsonova;811 07;Bratislava
Wolkrova;851 01;Bratislava
Za bránou;841 10;Bratislava
Za farou;831 07;Bratislava
Za humnami;831 07;Bratislava
Za Kasárňou;831 03;Bratislava
Za mlynom;831 07;Bratislava
Za sokolovňou;811 04;Bratislava
Za Stanicou;831 04;Bratislava
Za tehelňou;821 04;Bratislava
Záborského;831 03;Bratislava
Zadarská;851 10;Bratislava
Zadunajská cesta;851 01;Bratislava
Zafírová;851 10;Bratislava
Záhorácka;811 04;Bratislava
Záhorská;841 06;Bratislava
Záhradkárska;841 02;Bratislava
Záhradná;841 07;Bratislava
Záhradnícka;811 07;Bratislava
Záhradnícka;811 08;Bratislava
Záhradnícka;821 08;Bratislava
Záhradnícka;821 08;Bratislava
Záhrady;841 03;Bratislava
Záhrebská;811 05;Bratislava
Záhrebská;811 07;Bratislava
Záhumenná;851 10;Bratislava
Záhumenská;841 06;Bratislava
Zákutie;841 06;Bratislava
Zálužická;821 01;Bratislava
Zamatová;851 10;Bratislava
Zámocká;811 01;Bratislava
Zámocké schody;811 01;Bratislava
Zámočnícka;811 03;Bratislava
Západná;821 02;Bratislava
Západný rad;811 04;Bratislava
Záporožská;851 01;Bratislava
Zárubová;841 06;Bratislava
Záruby;831 01;Bratislava
Zátišie;831 03;Bratislava
Zátureckého;831 07;Bratislava
Zavadilova ulica;841 08;Bratislava
Závadská;831 06;Bratislava
Záveterná;841 07;Bratislava
Závodná;821 06;Bratislava
Závodníkova;831 03;Bratislava
Zborovská;821 08;Bratislava
Zbrody;831 07;Bratislava
Zdravotnícka;851 10;Bratislava
Zelená;811 01;Bratislava
Zelené terasy;841 10;Bratislava
Zeleninová;851 10;Bratislava
Zelenohorská;841 03;Bratislava
Zelinárska;821 08;Bratislava
Zhorínska;841 03;Bratislava
Zidiny;841 03;Bratislava
Zimná;821 02;Bratislava
Zlatá;831 06;Bratislava
Zlaté piesky;821 04;Bratislava
Zlaté schody;841 05;Bratislava
Zlatohorská;841 03;Bratislava
Zlatohríbová;841 04;Bratislava
Znievska;851 06;Bratislava
Zobová;851 10;Bratislava
Zohorská;841 04;Bratislava
Zochova;811 03;Bratislava
Zrínskeho;811 03;Bratislava
Zuzany Chalupovej;851 07;Bratislava
Zvolenská;821 09;Bratislava
Zvončeková;831 06;Bratislava
Žabí majer;830 00;Bratislava
Žabotova;811 04;Bratislava
Žarnovická;831 06;Bratislava
Žatevná;841 01;Bratislava
Žehrianska;851 07;Bratislava
Železná;821 04;Bratislava
Železničiarska;811 04;Bratislava
Železničná;821 07;Bratislava
Želiarska;841 07;Bratislava
Žellova;821 08;Bratislava
Žiacka;821 06;Bratislava
Žiarska;811 03;Bratislava
Židovská;811 01;Bratislava
Žihľavová;821 07;Bratislava
Žilinská;811 05;Bratislava
Žilinská;811 06;Bratislava
Žitavská;821 07;Bratislava
Žitná;831 06;Bratislava
Živnostenská;811 06;Bratislava
Žižkova;811 02;Bratislava
Žltá;851 07;Bratislava
